"sentiment","content"
"hate","Buffett Lambastes Bankers, Insurers for ï¿½Greed,ï¿½ ï¿½Stupidityï¿½ http://is.gd/wyAB"
"hate","; why is the font so huge?! small fonts rock socks"
"hate","I hate mondays, but I love 's schedule. HELLO, DIGG REEL!"
"hate","yep nothing better"
"hate","Well aren't you just the kindest people in the worldUnfortunately, I have no such enquiries!"
"hate","I was thinking there should be a thumbs down button for Cry me a river."
"hate","ThanksThe elephants look magnificent This is what we miss due to stupid restrictions - G pleease and cheap!!"
"hate","yeahhidk if i like owen anymore though... i kinda lost respect for him in an episode i recorded..."
"hate","i could have got you some from work and not paid more than R per l"
"hate","fucken tired as fuckit's sunny.. good day? deffff"
"hate","I WISH I LITERALLY COULD FUCK JUST ABOUT EVERY NIGGA IN THE WORLD...IMA NYMPH"
"hate","thank you for being cabbie this AM-wasn't pissed and slamming doors this AM BTW, just hauling ass to get bathed before !"
"hate","- almost catchingup, so gonna kick her ass, and woop i will b joing the k mile high club soon"
"hate","awake.school. ew. but i put on some nice lotion."
"hate","it's definitely worth it; art not withstandingI hate moving; and hate packing even more.."
"hate","back to the lovely land of the north"
"hate","About to go to school to help my mother set up for Teacher Appreciation Week. How ironic is that, Natalee?!"
"hate","Sometimes people never learn to shut up and stop talking shit"
"hate","You are very lucky!!! My legs did not like how long it takes to dry my hair this morning."
"hate","Just saw a male Baltimore oriole at our suet feeder and something enjoyed a lot of thistle from our new thistle feeder early this a.m."
"hate","will be very hard to go back to work this morning-straight days at disneyland tends to do that"
"hate","I woke up at :. Didn't have a full bladder, wasn't sick... And to top it off, I went for a run. Now I wanna go back to bed"
"hate","Namaskar ; Namaste r both the same. Marathi people say Namaskar! its a marathi word.... should i ? ...naaaah !"
"hate","is on cloudminus , razzle dazzle in amazement cuz he showed her heaven!"
"hate","I sound really Brummie lol but most of all I just hate looking at myself!"
"hate","Blocked the acct for one of my most hated sports teams. That felt really good."
"hate","playing pet society"
"hate","long $nem (page fromintraday trading for dummies book)"
"hate","John and I just bought four boxes of them"
"hate","I find mondays are the busiest days. I come into work, and there arethings to do cause the boss works weekends."
"hate","see i never got kyile.. not then not now ... see I must have some taste"
"hate","well you know those &quot;kind of guys&quot; are just idiots"
"hate","There's nothing good on tonight anyway!!#Sigjeans"
"hate","you might also want to include &quot;never wear a moonwolf&quot; to that"
"hate","cant wait to eat"
"hate","You know we dont believe half of what they say"
"hate","() OMG SHUT UP!!! (sorry. still venting at that person who's annoying me. It's none of you, I swear)"
"hate","You're a real hooker. I'm gonna slap you in public."
"hate","Hot damn, I'm at fucking Disneyland!"
"hate","GO TO BED!!!"
"hate","did you go to uga? If so, I liked you better before I knew! Ha!"
"hate","Y?!?!?!? i would rather punch someone"
"hate","dis Dick."
"hate","looking forward to the reading this post as I like your 'no bullshit' writing and often learn a few things"
"hate","kewl - standing by to be rocked"
"hate","though I have to admit that seems less ; less tempting. who has time, when there are more complete packages to be had?"
"hate","Sometimes I hate myself, but that's normal so I don't worry bout it"
"hate","Bad rum experience in college - still haven't recovered"
"hate","http://twitpic.com/wbnd - dont worry , i let him go . i named him fishyyy"
"hate","*cough* star trek *cough*"
"hate","garcia bend- learned that lesson last night! I thought i was gonna throw up! Got our tix for fashion show at end of mo."
"hate","Almost got sharpied in the face while falling asleepbeing sick sucks!!!"
"hate","lmao according to the away, they're there. current focus: tripping, ugly pics, same dress, fat looking"
"hate","Totallyplain and simple.. i hate all thoes bridezilla shows.. if i was the groom i'd be running far far away!"
"hate","Except for Josh, you like some LAME dudes."
"hate","lets see.. we hate that groupies are damn near stalkers.. we love that they send gifts.."
"love","Pats in philly atam. I love it. Mmm cheesesteak.Miss my boyfriendbut I love vacation."
"love","thanks neemah. I'm gonna be soooo close to you and izzy, yet so far"
"love",": love the song &quot;together&quot;. that's &quot;his&quot; song for me...well i think it's still is"
"love","i can`t wait to hear your new album. i`m sure will be amazing.please just replay to mei love you so much!!!!"
"love","The pics I just uploaded are the baby pics of my cats. Missy is now an adult and a pretty little kitty, but Batty is in kitten heaven now"
"love","Photo: martwo: OMG i love you!!!! i accadentally deleted this photoyay hes SO beautiful http://tumblr.com/xvdwankt"
"love","good time Rocking out @ open mic, thanksall the love n support. Now working on Business plan presentation. No CG again nite"
"love","I hate you , Fleetwood is my favorite band...I'm so jealousok I still love you haha"
"love","I wish I was going to we love sounds"
"love","funny u havent showed me any love yet at all"
"love","I luv urs! admitting niley with a kiss (: but then they change their mindshaha ; demi/sterling (: not jemi but still cute"
"love","see...u shouldn't be comin'the city, u should be comin'me"
"love","I can't wait till it's Sunday, a new episode of Supernatural but then there are onlyepisodes left now"
"love","Maatt Havent spoken to you in ages dudeeeDont forget bout ur Aussie fan;) lool. Love ya xx"
"love","I CAN'T!!! My heart aches for her childrenI wanna adopt alexis"
"love","I am watching Blood + on veoh episodelove the music.wishing i could watch the live action but not old enough"
"love","wth is happening with my neck. this is definitely not stiff neck :|"
"love","Just finished The Minish Cap. It's a great game! I'll miss Ezlo and Link."
"love","finished listening to Last Days of Krypton's audio book! Loved it...so sad though..."
"love","wishing i had marvelous misadventures of flap jack on DVD"
"love","oooooh!this guy is so amazing, he's so cute, and he sent me a photo!and no...i can't show"
"love","My daddy lives in Manchester, I love it there :-D HULL?! :O bitch! I have a mate there and I wanna go"
"love","i think you should come tomarrow....because i was really really really looking foreword to seeing you.......please come?"
"love","Jus Got Hom Fr. TDa Funeral... I'm So Sad! I Cried So Much Times! Much Love Grandpa!&lt; I Never Got To Say My Last &quot;Goodbye&quot; to Him."
"love","kewl the JB chat was awesome. I had to miss lots of it though cause i hadgoskewl"
"love","MISS YOU, TOO!"
"love","i wish i could find my camera cause i really wanna record some too..."
"love","i want a zune but i looove my podhahah"
"love","standing here open hands and i know i can't do this alone hold on, hold on, baby, hold on...geeez"
"love","i hope your doing great! I, your friends, and california miss you!!!"
"love","im gonna go to bed alone again.Sad day for me. but itll get better."
"love","still on track to move back, albeit in - years.However, my buddy Jen is now moving with me, so we're on a FAST track!"
"love","MARRRRRRRRRRY ME! &lt; have fun partying tonight, have a drink for me, if only i wasi wud come there just to see you!"
"love","hey chocolate chips is good.i want a snack too but i'm out of snacks."
"love","haha yeah i knowyeah, things are okay, pretty much the same. i'm slowly sorting things out.. exams are coming D: haha"
"love","It's foggy here"
"love","I miss you sweetie!"
"love","Wish you were coming to Australia ; New Zealand with the Sticky Tour Ant"
"love","what a bummer that tomorrow is friday again!"
"love","Thanks! Just used a therm to pry it out. Was like concrete! Blood and everything!He's doing a lot better now. Thank god."
"love","Just finished The Village. So in love,could watch it over and over! Wonder why I can't get to sleep tonight"
"love","All of you can have fun tweeting all day while im cleaning hairLOL"
"love","Summer is really ending. It's raining."
"love","Oh Cr*p.... Here goes my head again, &quot;I'm Spinning Around&quot;"
"love","is not ready for school yet!!!http://plurk.com/p/wyd"
"love","oh I love oreos!! U can't get many varieties in the uk"
"love","but ... but it's michael bay ...*sigh* i'm sorry, love - didn't know you felt that way about itXD"
"love","but lorraine kelly is a sexy mama!"
"love","can't do class tomorrow audition at ambut free fromtoif u wanna work out!"
"love","Oh ffs :@ a don't get paid till monday :@:@:@ :$. Sorry william, gonna have to wait till next weekend till I give you ï¿½:@"
"love","*hugs* why?"
"love","SAD day! love you Maï¿½ ( years ago!) miss you so much!!!!"
"love","Hi Sharon Missed you on our x factor last year!!Come Back!! x"
"love","awwyou are too kind!! Hi sweetie! Are you guys out partying without meI'm the only person who came to work nite lol"
"love","I thought when u go # your tummy is supposed to feel better not worse"
"love","lovely day again... hope it continues all weekend, I'm stuck at my desk today"
"love","I'm glad he didn't get too hurt, I know some bad things can happen on motorcyclesyou and everyone else are okay too, right?"
"love","Thanks bro but I'm awake alreadyHow are you?"
"love","You poor thingHang in there. -xxx- luf joe"
"love","Archie Proposes Veronica in the Latest Archie's Comic. The Longest known Love Triangle is coming to an End. Poor Betty."
"love","Maybe we will meet later again my friend - would luv too )) Iï¿½m still at the office and have a lot of work"
"love","id poke u...on face book but u dont havelol"
"love","Aaaagh, aircon not working in my office"
"love","baby alex i miss youily&lt; good night&lt;/"
"love","you've got the HN tsk tsk tsk it's a shamehaha feel better bro"
"love","ok Cristal we gonna tweet talk again when its not so late...just follow sweetie....tweethugya"
"love","your SMS managed to crash my phone."
"love","if only that was really my job title"
"love","We were in Lindos, and it absolutely ruled. Will post some pictures somewhere, some time. Back to work today"
"love","And now she also rides giant squids...who knew! Ama hafta go nowi'll try and get on later, love to you xxx"
"love","wut itell u yesterday lol"
"love","O noes!&lt;Nathan said he'd wear the tie to the rally.If you missed that."
"love","wants to smoke a cig but doesn't have a lighter."
"love","i know.i would of gone to red river but i forgot bout it and was tired from work. we need a donut hole eating date soon!"
"love","alms ur tweets r all delicious. Haha! Since its about foodddd... Anyway gatau nih aku mau pindah dr binus"
"love","http://twitpic.com/l - i liked old ruby best."
"love","she was wonderful, did not get to meet her though"
"love","I'm going to blow ticketmaster up. I had th row tickets forand ticketmaster messed up. Just like my life.im sad"
"love","nnnaaa uhhhh playah! shawty aint got nun, maybe it was ur phone or minesbut I wanted to hit me up when u left the studio"
"love","Were on the way home from a night in London! Was lovely! Now working all weekend and Mondaywhen the weathers nice x"
"love","i ditched school ( i hate it ) and im taking a huge dump.......it hurts REAL BAD!"
"love","Just had my teeth checked, now my eyes. I'm dying for a coffee but can't drink for an hour."
"love","Watching French Open tennis - sad to see Venus make an early exit this morning!"
"love","i saw some lovely skinny jeans today for ï¿½ at a charity shop, but they were just a little bit tight on my thighs.ahhh so annoying"
"love","I'm good thanks! Did you have a good drive? Careful with your blackberry, we don't want you getting screamed at"
"love","I just made myself a wonderful breakfast!!!!!!!! Now I have to get ready to workout"
"love","Altona... Wogs, Gota love em.. All I can smell is awsome food and makes me hungry"
"love","at starbucks with my love. eff school. i have work later too."
"love","Thank You, Sweetie. I just don' understand how people can be mad at me for something THEY made as a choice in life.."
"love","Booo. Finally I could get back on here. My Internet went out"
"love","thankyou. i wont but you know"
"love","watching midsomer murders... totally in love with this show. Should have pursued forensic psychology instead of this brain thingy"
"love","i wnt there yesterday!wish u could go with me someday u,u LOOVE YA &lt;"
"love","ahh ok! Enjoy! I'll miss it"
"love","LoL....heeeyyy love! Not much workingand you"
"love","So you're gonna make me go alllll the way to the store??? LOLI have to find one...I'll Google.Thanks.LOL"
"love","you have GH:WT? i hate you! i &quot;got&quot; it but it was DVDand i need it now the drums are being sold separately"
"love","i &lt; maria but i wish she was in my class!!!i love her lol bored in class again!!"
"love","mins through the hr mins Google Wave demo, that looks a lot of fun, would love to test it though.http://bit.ly/WnMSc"
"love","it's you and me forever ?, it's you and me right nowflywithmeobsessive. Im crying"
"love","It's gonna be hot here today too. today is Ryan's last day of pre-k. I can't believe it!I've been a SAHM since I had him!"
"love","*hugs* me too."
"love","i forgot to put my work clothes in the dryeralso, i love my new slippers!"
"love","I'm still waiting for them to recontinue their &quot;breathless&quot; scent..lol"
"love","Not feeling it day, just left the glasses onpeace and unity."
"love","Would love it if you guys toured here, really! Philippines tour?"
"love","oh great."
"love","glad its nice there. Gray skies and rainy in wisconsin."
"love","It's AM! ,and I are still up, sending you as much tweets as we can! Philippines tour please?"
"love","Countdown to launch! June nd is oh so temptingly close ... If only my lovely puter weren't so faaaaar away"
"love","I need to watch Star Trek"
"love","really want to go to the nets"
"love","hey love whats up! my voice is shotwhats new with you"
"love","and the other variable types that we have are not going to be any helpful here!what is the margin of error here?"
"love","changos el link no me sirve mta"
"love","OMG...thank you so much for sending that, I hadn't seen yet. So loving the new Phoenix, too bad they're not coming to Seattle"
"love","It's officially the start and the end of my summer. Oh summer school"
"love","is back home nowgonna miss every one"
"love","i love mandy moore so muchand also angela"
"love","and Em, my baby, starts kindergarten.What a crazy summer it's going to be."
"love","i knowmark is still one of my favorite boys ever. So nice and adorable."
"love","Hey! Wanted to confirm we're still meeting at Rivoli @ pm?I can only stay for an hour and a bit#adlounge"
"love","its open now??? Its so good!!! But didn't agree w/me"
"love","SickRight now very thankful for my chicken soup and my bed!"
"love","turnson june . no more a youthshelton for my bday is going to snag me a piece of mancandy. miss u everyday, my hot chocolate &lt;."
"love","Going homebut when i get home , BLACK BERRY ! WOO HOO. . . and get to see presten ! &lt;"
"love","wish i can be with her every day"
"love","I wish I had a dog"
"love","#followfriday thank you so much. I'm so behind. Still at about half of what I had."
"love","Back with a great time spent with my cousins...technically uncles and aunts!also had an icecream...it dint taste that good"
"love","Home until tomorrow. Did my running and spinning. Now time for chiropractor, laundry, shopping, and visiting family. Missing nathan"
"love","Yeah, I'm not really feeling it either. Of course, I don't like the movie line, I wish that we were getting more Animated."
"love","Photo: So I still havnï¿½t hooked up my editing compI know you guys miss my artwork, so Iï¿½ve decided to... http://tumblr.com/xehwetiq"
"love","Good morning, sis! Alas, it'll be time for me to say goodnight soon."
"love","damnnn this day came to fast, but i cherished all the moment i had"
"love","i know. it sucks"
"love","No more drinking for HarmDoc is convinced that it's the cause of my PCVs (look it up).Told not to stop smoking just yet, that will come"
"love","-I don't have a ticket, my boyfriend isn't that into them, it might rain, and I'm on a budget...boo!I &lt;tho"
"love","we want you back !!!"
"love","my lil sister Charese, her best friend passed today"
"love","joe: .pm Kevin pics up a new pair of pjs :') PMSL i could have died!!! lmfaoo :') I MISS MY BOYS"
"love","I wish I could afford to attend those benefits."
"love","Lunching and bike riding around the village today with Lulu. Love my new bike, just wish I didn't have to lock it up all the time"
"love","come and save me from my packing please?!"
"love","My break is overback to the inferno[ I Love Her ]"
"love","I have a job at camp!!Only downfall? No midnight showing of Harry Potter for me"
"love","Every time I hear someone from Vancouver, it makes me follow them. I'm hopelessly in love with #vancouver"
"love","i have an ipod nano i never use.tut for the love of all things Apple"
"love","inoo thats why i sed ino how u feel coz im in love with kyle, i feel like such a saddo but its true ha i wanna see him tuesday"
"love","Good luck at the services tomorrow!! I wish I could see you guys on your vacation!"
"love","awessomee! cut my hurrr i give massage? orr alkie? or foodtour? yeaaah! ;i'll pray for ur cousin"
"love","Goood DayyBeeen shopping, didn't get what I wanted thoughBut my best friend has comeeee homeeee!! XD Ily Shannii x"
"love","Beautiful day on Ocracoke just hope the thunderstorms stay away this afternoon...it's not looking good"
"love","lmao boss ross don't come on out hereI love that man he was the truth"
"love","We've just ï¿½C today;cold wind..Want it b like ï¿½ to ï¿½! I love hot weather! But I reaped the st strawberry yday!"
"love","yayy!!! Im gonna see you today! I miss you!"
"love","Yeah it's Friday but I have to work at am tomorrowoh well going shopping afterwork"
"love","haha you would do that =P that's cute. nobody ever comes to visit megod damn lake geneva and how far it is from civilizati ..."
"love","Field day over. Lots of great action fotos. Ate lunch, needshowr, tidy hse, get readystamp club. Btw Mexican skin gottan day"
"love","omg I'm so sorry to hear that!If you really need to talk to someone I'm always on here. I'm a shoulder you lean on"
"love","Oh god, yeah! I forgot about that"
"love","shopping! Migawd. i don't want to surf the net anymore."
"love","I wanna go, I wanna go!!!! but I can't"
"love","I lluuvv u too..ahhh im gonna miss u evenn moreee! lol"
"love",": I know!! Im so excited. We cant go earlierrr than the afternoon?I love you tooz &lt;"
"love","awww bb, you sound lonelyI want to drive up there/fly and snuggle you too"
"love","no wayyy, that's too funny.well he sure is missing out, but ever since you left, i feel i am toowhen is your next visit?"
"love","I'm being held captive on my day of freedom."
"love","I just need to go to the bank"
"love","Am in the mix on the Galaxy weekend! Love(d) my Friday show! Sweet! Make the most of this one if your listening"
"love",":my heart goes out to you"
"love","hey sweetie. Cnt go fribut thnks so much"
"love","WAH! Sayang..."
"love","I loved him and he was in a mini"
"love","Welcome to Seattle! I really wish I could see you guys tonight."
"love","i love dixie kitchen's peach wings and fried green tomatoesi hope the one by river oaks stay open."
"love","Very happy thatlanded safely, I miss her alreadyhttp://myloc.me/R"
"love","totally forgot she had soccer today. ughtoday was actually good too..."
"love","I'm sorry"
"love","Bristol's is the ish! I LOVE their brunch on Sundays. Ruth Chris is good too but I got sick there once."
"love","at the house home alone, playing guitar some guitar hero loud."
"love","i love my new phone but hate that i didnt get my netbook today..."
"love","Thank you! And I don't care for the look on his face."
"love","tell me where to vote and I will do so!!!! cause I'm from Germany I don't now where to do it..btw: I love you and your music"
"love","A laodicean life for Kavya ; family probably got Kavya her spelling bee crown! Congrats! Note, spell check doesnt recognize laodicean"
"love","Can anyone eat a Hot Pocket and be completely satisfied?? Not me."
"love","haha calm down. Youll get ur shades. I'm still sick tho. So I'll prolly knockout after"
"love","mmm, pizza for dinner. yum. but i burnt my mouth though .."
"love","I have the biggest crush on Pink but she doesn't know I'm alive"
"love","my music collection will be coming up to gb soon.haha"
"love","okLove you girls. but work beckons.Will come back later for #twpp"
"love","Im so excited to see u!! Its been foreverMy lil Shan Shan gettin married!!PS Did u really get a tattoo?? Lol"
"love","I'd love for Nicky Poo and Bri ; Howie ; Aj, to wish me a happy birthdayplease please please please pleaseee guys.."
"love","aw man. just watched hollyoaks again and it was very sad"
"love","really wants a puppy..."
"love","is excited about tomorrow!!! but i gotta clean the houseCLEAN CLEAN CLEAN AHHHHHHH"
"love","Just got my heart ripped outi love you guys"
"love","Wish I was in ATL!!"
"love","One week until Race for the Cure! Please donate if you're able http://bit.ly/UFRU and wish me luck on mymile training run tomorrow"
"love","http://twitpic.com/bi - IVA!!!! i already miss yoo my sweetxx"
"love","The arrival of cargo Red G to Toronto has been postponed til tomorrow afternoon.gonna miss my lil bro's bday...he's been waitingme!"
"love","Your Highness...........................crystalmarieDONTluvSpiteAnymore"
"love","Isnt it only likeepisodes though? Sad"
"love","yeah it is I feel sad tho."
"love","Hey Brian Littrell is there!! He doesnt really like this kinda pages rigth?kisses! I loev you guys!"
"love","Oh no, that doesn't sound good! better get it checked out."
"love","Haaaayley, i saw some pictures from the tour, you're so pretty *-* i wanted to see u guys again"
"love","You meanie! The one time you go to Lux and I wont be there!"
"love","eating ice cream and then getting ready for graduation."
"love","FUCK! summer school indays... some break"
"love","Dropped off Baby A for her st day in the Toddler Room this AM.She's officially a toddler.Growing up way too fast"
"love","I'll send you the youtube link &lt;"
"love","I loveee and missss my annie!!"
"love","are you kidding me?! that looks incredible!!! Lay out and swim a lot for me, stuck in the cold NYC"
"love","if i had one wish it would be for my friend J to not have to work"
"love","saying goodbye to my parents at the airport.it was great having them around."
"love","turning in.it's been a loooong day.just got my new US edition Esquire so going to fantasize that I could one day look like Megan Fox."
"love","I'm loving the humidity right now...great for the skin....another love that won't last"
"love","what dey do homie? I wish it would stop raining already!! Plus my vacay is almost over"
"love","Thanks. It's SO annoying!"
"love","I Wanna be @ JET in the Mirage...Couldn't get to Hawaii either*****Someday***** Much Love To THE_WOCKEEZ and SuperCrw"
"love","not going out with them! there is another guy i like and hopefully ill see fatty when i'm in cali indays. if hes not upset with me."
"love","NOOOOOOOOOOOOO! Amanda's cut her hair!I LOVED her hair !"
"love","Had a nice visit last night from a boy with voracious stubble, does anyone know what to do about a raw chin? haha"
"love","I gave up following- She seems really nice but clutters the hell out of my feed.It got annoying."
"love","That movie looks VERY cute, and funny. I never get to go to the movies."
"love","Happy Birthday Mel. We miss you in the UK"
"love","grrhwii remote dead.. no multiplayer here tonight"
"love","Can't wait for this weekend...I need a break"
"love","How are ya, honey? What happend toaccount?"
"love","i'm listening butterfly fly awaydaddy i lov u mamma i lov ya"
"love","Wow Christa, that's incredibly sweeeet! Me want one!!!If you get a sec, check out my app for merch asst ... I RULE!LOL!!!"
"love","not for too long I hope x"
"love","dad wants the computer, so I'd best be offtaking my lapity-topity to a mac specialist tomorrow, hopefully they make teh owwie go awayz"
"love","not good you're not comin close to where i love on tour"
"love","bless her lil socks... think they need to rethink the age thing me"
"love","http://bit.ly/dIQF I hope some day my mom will get this message!"
"love","I really like Lady GaGa's &quot;Paparazzi&quot;...#whatshappening"
"love","sizzling outside. Work inside = double"
"love","aww bless hergive her a chance .."
"love","Awwww holly!x"
"love","Yeah it sucks i tried to ask a Q . But they never answered.But i loved it when joe hugged nick."
"love","heyplease reply me, i can't call you im from Mexico and i don't know the codelove you"
"love","Aww I got to see my st grade teacher's last day before she retired"
"love","ii No!GRRoooh Aiden Lolx"
"love","but if you got hit by a car, who would make such lovely music?"
"love","I did that to my favorite nail polish"
"love","John at a college thingstaying home all weekend and hanging out with my momma. Sushi tonight &lt;"
"love","Hey selena, i'm your brazilian fan, and i love you so much. you're my inspiration, please, reply me"
"love","Silly boyfriend forgets his phone charger on hisday long trip to Kilkenny and now I can't talk to him and see how his gig went! Poo!"
"love","shoooot me. my aunt will be home soon and im crying my eyes out"
"love","SO addicted to colourloversSuch a time sink!"
"love","how fun!! I like the beach, but I tend to get really dark fast."
"love","yay that was good umm reggie perrin next.. oh who cares no's watching bbclol"
"love","those aren't even the old dolls...they are the new ones that look like sailor moon!"
"love",". years here ; left Dell OKC for the last time. And being the geeky girl I am, I waited to cry until I got in my car.Love you all!"
"love","can't you write a song without your guitar? i thought you couldlook for something to do!"
"love","I'm here I'm here!!! But #twpp is oficially over guys"
"love","bitter?why? *hug* xx"
"love","is having the last supper with his little angel."
"love","Family...friend... It's good for the industry i plan on going into...Far FAR away from OhioI hate it here."
"love","oh gregi want to hug you."
"love","!! I miss you too."
"love",": on a Friday and you've already got out the fine china? I want I want I want in on it - still at work."
"love","wow i love how we have no headache medicine in this house."
"love","aw it was so sadshes too cute!"
"love","am bored out of my skull.i have got to get a job.this SUCKS.i need entertainment. /grumbles"
"love","StressedI want prom to be perfect for me ; my babe and shit aint looking to good right now!"
"love","Think you should do a tour in England, we dont got to see any aweomse people !!"
"love","Thanks, thought that may have been the casechap here doing awful job of Addicted on BGTalent....."
"love","aww sweetieyou could always take a break and read or write something happier that'll make you feel better"
"love","i wlda seen it wit you! dummyhead."
"love","is so glad the weekend is here. Only one more week left of school with my kids."
"love","AwwwwwHE JUST WANTS A HUG!!!"
"love","im pretty sure i miss watching &quot;Yo Gabba Gabba&quot; with my niece"
"love","Wow, I've officially lost all faith in Britain, looks like our wishes weren't met, sadly"
"love","ich will auch zur Aftershowparty"
"love","aww I don't want u to sufferit's just Midol isn't working for me. Grrrrr I hate that stuff. But I love you tho."
"love","Somethingget your attentionget Sexify My Love played http://twitpic.com/i What? It worked last time! No $bribe"
"love","dared to go back and look at that vid I made - I may take it down"
"love","I think YOUR blog should've been on the list"
"love","i dont, i'm not allowed to voteperants complain about the cost so dont let me vote. but i love his act its just so different"
"love","Big Brother quiz?What?!I'm too busy rocking out on Guitar Hero, I didn't notice any such thing"
"love","Im really in the mood to go on a date"
"love","Cupcakes, creme brulee, tiramisu~ I want some sugar"
"love","no happy hour for me today"
"love","Zach G. gets an extensive profile in this weekend's NY Times Magazine. The chances of us falling in love are getting fewer and fewer."
"love","Annoyedgreg diddnt go throughi guess well done holly"
"love","I wanna see that movie &quot;Keith&quot; with JMcCartney in it! It looks sooo good. But none of the video stores here carry it"
"love","http://twitpic.com/kvt - my bestie leahhavent seen her in so long"
"love","yummmm make sure u leave someme im home cleaning up working mad hard"
"love","I really fancy a frappuccino from Starbucks right now"
"love","love much better, i want you call me"
"love","I'm a Metsies fan also! Boo Hoo"
"love","sorryI Havent Ate Breakfast Yet So Ima Go Eat Over There lololol and my pc is dyingbbl love ya"
"love","A lovely couple of days with friends from Wolverhampton. At least the weather improved for their last day today. On call tomorrow"
"love","oh right aww yeh wellis loadslove youuux"
"love","good, I'm glad you got there!! I had noto come talk a walk withLOL. Me, Becky ; Holcomb are the only s here again LOL"
"love","I`d love to have a copty of &quot;Peep Show...&quot; I have Eilleen`s but I do have to give it backPlease help me out I miss you on FB"
"love","bless ya... I know that feeling all too well!"
"love","I want a hug"
"love","lucky! I can't see it tonight...."
"love","thinks that Pipers molars are cutting thruwe had a nice lil nap me and the girl...now just another friday night at home w/ the lil ones"
"love","thats no dream for me, thats realityCS is on my wishlist"
"love","Just potted some geraniums then talked to the grandkids, well Maddie - Jack was outside playing.I sure miss 'em!!!"
"love","Bill, likewise it was a pleasure- next time we should spend more time talking#ims"
"love","i knowwshe is da best!"
"love","got some new ducati puma high tops yea they are sweet. and yes i dont have a ducati"
"love","My Boy is leaving for the Summer, Going to stay with the Grandparents.. I'm gonna miss him!!"
"love","Sitting here with my baby .. Libby has a fever .shes fussy"
"love","thankswe did reviews today and i feel like idk anything. anyways. how r u?"
"love","aahhg....i only haveorange slice left ! do i eat it now ? or later ? this is quite a pickle im in*sxyhrlygrl*"
"love","Just had a lovely walk with my dog ( all on my own! )...In the darkBut it was a nice walk though HEHE x."
"love","http://twitpic.com/ot - the most amazing decoration of a store i've ever seen... ; it's almost beenyears"
"love","hey when are you next in the UK?"
"love","http://twitpic.com/had - And Brazil??? WE LOVE YOU TOO!!"
"love","boys r nothing but trouble...i love trouble"
"love","Awww i hope you feel better love...this weather is crazy..."
"love","http://twitpic.com/hac - I dont like justinbut he means somthing to miley,so i respect that !!! Love you miley!!"
"love","my poor baby girl is poorlyx"
"love","After hearing susan boyle sing she came off as the most beautiful person i'd ever seen. i feel bad for my first impression though"
"love","I have two hours to wait for my tire to get repaired."
"love","Last night in Chicago!Making it one for the record books. Wrigley most likely? See you there?!"
"love","I want to talk with but the calls are so expensiveI LOVE YOU"
"love","I agree! mmm so good, i miss eating it with you tho"
"love","Watching the Fashion Show (BravoTV). I didn't know this show existed! Ha-ha. Craving steak, pancakes and mashed potatoes. Ugghh."
"love","im nervous :/ i wantto gimme a bear hug"
"love","I seriously want a pugBuy me one?"
"love","awww"
"love","too bad we can catch it here in brazilbut good luck with your show! you're amazing!"
"love","so truesad to say.I'm glad you'll be with me to be my support group ;)"
"love","Sick. With a flu like thing."
"love","..people you love.... wait i am not there"
"love","LIKE DREW SAID &quot;GIVE TC A CHANCE&quot; WE WILL MISS THOMASBUT HAVE TO MOVE ON. SO WATCH THIS! http://bit.ly/rRfC"
"love","I know.#hhrs"
"love","feeling better. drugs are awesome! sad waste of aday weekend!"
"love","I wish Saturday Night Fever was on again! I couldn't stay up lastnite for the whole thing"
"love","that's awesome. Can't believe they have the poster up Already! I haven't seen one over here yet"
"love","maybe someday. i lova ya, friends!! my computer suckslistening to coldplay&lt; tomorrow meet my bbff"
"love","Getting a pedicure. I love these. My massage did not include a leg/arm/foot massage today."
"love","i love jeopardy ...take that!"
"love","I love my brothersI miss them, I see them tomorrow! Theyare my rock."
"love","you're ALWAYS awesome, Dougie. have a great gig tonight, wish I were there againLove you, thanks for yesterday!"
"love","thhaanks!, i wish too"
"love","Haven't used twitter in awhile. BGT!! DRAWING!! SUMMER!! FINALS"
"love","but i love adriana"
"love","I am increasingly convinced that I am moderately lactose-intolerant - given my deep and abiding love of cheese, this totally sucks"
"love","HAHA I took the quiz on fb and missed the mcfly one"
"love","i like OGBERRY"
"love","hoping that one day i will be able to go on dates with myyear old boyfriend without his parents..."
"love","Sweet booth at Newport... But all the people are outsidehttp://post.ly/hEb"
"love","thanks"
"love","where are the good music and lyrics?! it seems like humans have lost their ability to understand whats good and whats bad."
"love","For some reason, Corona Light tastes so much better when I am with you than it does when I am alone.http://twitpic.com/wa"
"love","good news: finally finished my #EASactive workout that has been paused forhours. bad news: my resistance band is torn"
"love","Ugh work sucks. I could be with sher right now"
"love","Didn't get to go wakeboardingbut i'll be good cause i'm having a lush night!"
"love","i'm on my mobile so it won't let mebut i can't stop thinking about you ;)x"
"love","Damn. I hadgoldfish.Oh well, that's my dinner. Anyways! Check out my blog yoooo http://weaselbee.blogspot.com/"
"love","Yes, we do love and miss youOthers have told me privately too"
"love","I bought two tops and a scarf yesterday...sister has successfully hijacked them this morning to wear to breakfast (after removing tags)"
"love","it's sooo warm"
"love","i wanna move back to Pennsylvania"
"love","seems like working.. rofl - sadly money is not growing on a tree"
"love","right my fellow fluffy flasher! I must go to bed, sorryI hope everything is working properly moro and we can chat! love u x"
